0,1,2,3,4,5,6,7
1.4094075215918742,0.5707882006225454,-0.5575423826953241,-0.750394383494257,-0.2865070303277728,0.4292053462746982,0.09700484131901398,-1.3877652766700335
0.9492130384258834,-0.31426777722578564,-0.09812371379592412,-0.4661747517450232,-0.3487969034732204,0.26672141258384297,-0.1708790921111696,-0.4186517334759623
-1.2584159432842184,1.4733957499741317,0.21328125038990395,0.04219929761840524,0.5970148115796111,0.7786109383718037,-0.44633678517894537,1.1904269337807436
-0.07485400594463526,0.6472860652798543,-0.94428241176876,0.13680699006533031,-1.146502496770051,-0.32164025481000486,-0.11739191100242936,-1.0446216869973293
0.10412180065194758,0.09134613866681465,0.23830441869498373,-1.332066758292881,-0.49703485296941424,0.5830959434581888,0.07451461179355588,1.033966546374843
-1.1642554120373934,-0.5604881985754578,-0.5879629153178549,0.02961131468917269,-0.5086065695123393,0.21853572402762597,-0.5025850862508934,0.2836436915237121
-1.2923877182904866,-0.6643260906036509,0.4862455585834452,-0.8825071698398586,-0.9678379349192262,0.20850777012881563,0.2517463401225494,0.33717373885500257
0.0781984054121055,-0.6432201448151147,-0.4563832437553718,0.20495464328563603,-0.5347194193887281,-0.06413632940156498,-0.39983526631780464,0.49303541627564007
-0.2335076358354369,0.8788283559752231,0.07575639243165032,1.3121903482963753,-0.09996769898916345,-0.6875262736453894,2.013949784044037,0.4943700867909341
0.7050599127706486,-0.26614995620043375,-0.5407664963714528,0.08239430752222598,0.7371705369216422,0.33241751516772355,-0.0064797520988947215,-0.9025012215224557
-0.7140302135277667,1.3032117561310204,-0.4653848425120676,-0.12655851894485207,0.08426277966450532,1.20628575526165,-0.6106087524527086,0.5886670009623048
-0.4580656453944701,-0.7175755612264672,-0.4828684651851813,-0.138339391363304,0.4247698300137556,0.423673812901038,-0.1905803824816866,-0.11494913198283578
0.3617226333413549,1.2099123982950333,-0.5704237200946732,0.7144908644118444,0.6103378245195173,-0.15235092857314494,-0.3475105784425957,-0.22460142887155862
-0.4800937356085565,-0.9782904049740929,0.1653511746393264,0.5070896322790419,-0.7091754059532233,0.12133213915787099,-0.07989661506529744,0.7275331131605018
-0.3142049835103451,-0.792025352408455,-0.44172932290004435,-0.6914924082326395,1.3416474669962997,-0.5734394269093255,1.0962351709107385,0.36130203061917693
-0.6816388583385856,0.13318882565745452,1.5806918357595758,0.3026991127342584,-0.5454604118837709,-1.561338040569608,-0.9453550737151494,-0.32128539146135854
