0,1,2,3
1.4094077471136415,0.5708369819126922,-0.5564320017058039,-0.7616765666489167
0.9492133966664548,-0.31407457495273217,-0.09640844254968514,-0.4792435337196865
-1.25841637365807,1.4742050230367623,0.21881763682830468,0.07027365569719461
-0.07485315370921228,0.6469783188078525,-0.9489146802236814,0.11548337453791471
0.10412155074802613,0.09105051270515623,0.23383139424574217,-1.3298834351100328
-1.16425459324509,-0.5604896194223739,-0.5872876942422618,0.004059319741173517
-1.2923882796424455,-0.6644717372258034,0.4851454406836022,-0.9053483952804431
0.07819916588332401,-0.6424868287773975,-0.45087461795282896,0.17889294869728714
-0.23350742346581663,0.8795034414458779,0.0816700906314244,1.2993191071275494
0.7050593498856393,-0.26728126062284263,-0.5488412270126891,0.13094254723893156
-0.7140295386719303,1.3036936408334667,-0.46491430513866694,-0.12845283841011468
-0.4580657795793791,-0.7178943429472796,-0.4839625364150297,-0.12624267395621766
0.36172281909924664,1.209892790931116,-0.5717342847720062,0.7266497111805021
-0.480093435871731,-0.9774850660298401,0.17122256777163042,0.4792253352762592
-0.3142058780389536,-0.792085186320643,-0.4422709132504075,-0.6496349991186563
-0.6816391069460466,0.13305600933403933,1.577375180817053,0.2882014777951677
0.5704561568493817,0.3938742916780571,-0.25622060517156553,-0.6545968047312125
-0.2509471178874143,-0.228923143067087,-0.053809127388648285,0.22354224025599154
1.0739427553626535,-0.35423577376383353,-0.28850853859852704,-0.787055479464005
2.779513845512298,-0.6954269001877084,0.1853742541425118,-0.3545187487184425
-0.2751076379692121,-0.4211471660001661,-0.13950944240020227,-0.9081629104925677
0.5415924932389641,-0.12415952619326295,-1.0025155460744792,0.45518550367015187
-1.0636579331810283,-0.07543865077867458,-0.21719275650019482,-1.1276064305586162
-0.8370694402472353,0.15034390343624154,-0.04905252685959462,-1.4027814249813053
-0.28881112746966914,-0.5837425796414857,-0.3097819364700612,-0.9251008597193177
0.7787887612842942,1.3182790280873358,-0.25976871912528726,0.49140936546182884
-1.1287878438738626,-0.4105640214722789,0.2703706585768594,0.6320465714896034
-0.4955836028672531,-0.29898705367899614,0.42945899265388976,0.6405673343893891
-0.044460369883259285,-0.26700504408187775,-1.1274069296787967,0.49868116131099655
3.086926905647173,0.15099257604434424,0.14550153834645307,-0.03425565869502496
2.5562816697335777,-0.6877889408991045,0.14163867215846798,-0.3342218769188416
-0.06322289421844864,0.4931045584262805,-0.4163023613679554,-0.5395844956846637
-1.0093955615135528,-0.9645783096241453,-0.5414849472321355,-0.07465193705867323
0.12469633413646976,-0.6618644869339587,-0.2773054564634801,-0.5184792803878695
-0.5900030789818111,-0.13551385972884597,-1.136002530727781,0.582461118070615
