category,0,1,2,3,4,5,6,7,8,9
threat_level_attack,-0.21151178053133857,-0.4083682091082923,0.08884152775589711,0.26003958032368174,0.10394236533909286,-0.10199563426664326,0.05123128015110463,-0.07259658328234675,-0.04302755682821127,0.07608683817649643
threat_level_other,0.570511388630276,0.6420144475766139,-0.03386460313695885,-0.372901229502919,0.13037553248149075,0.17443745011317385,-0.14669290691496692,0.1957788293649686,0.17458047354786654,-0.18448419181546769
threat_level_undetermined,-0.982435629700633,1.4949056274644321,-1.1062517590114032,-1.2170627784655765,-2.5491385898707786,0.26939990584378093,0.3007532197515899,-0.33693163332104326,-0.6318448502608344,0.2002774708034088
flee_Car,-0.9918438895504856,0.43209446654166267,-0.8173778109368927,-0.3343306516810309,0.927182017920653,-0.036461543879770957,0.10547911825763587,0.21859450939819053,0.20687927098862596,-0.0627835769466484
flee_Foot,-0.5509345863924738,0.3642925443521218,1.2000809750922348,0.4020363413897312,-0.32712638896974033,0.3673782163784734,-0.07947872241395712,-0.18271879348413742,0.028795526248040892,0.24919538659465407
flee_Not fleeing,0.4271003356186881,-0.23653546570993564,0.0035099224282915072,-0.005000981450206889,-0.0378013649131064,0.013229472945352488,0.0673080275130201,0.021875036966796754,-0.02337799757291996,-0.07414293129214662
flee_Other,-0.4040759373912837,0.3852228058011297,-0.3083004796197265,0.08725505334089886,-1.205862551662183,-0.6850347758184341,-0.673069738136143,-0.3587889469129619,-0.3230198431120358,0.33150089656458326
body_camera_No,-0.0366375274812244,-0.03551562157237367,-0.09071684376606722,-0.01786093727534497,0.018294011196548738,-0.10911699849261403,-0.012225073549843845,-0.010964181101903234,0.10147591909850397,-0.03965606773485275
body_camera_Yes,0.2736404950457549,0.26526113897567,0.6775512362251098,0.1334008066049553,-0.13663537428287315,0.8149793814751117,0.09130733999078922,0.08188991317805613,-0.7579092435090694,0.2961855439642889
arms_category_Blunt instruments,1.350446619638042,0.4802975735088273,-0.12511456892933304,-0.0369146851604143,-0.06739709553656682,-0.13298165032207354,0.45121113599428664,-1.0347172716607829,-1.2819407698733583,-1.5235279717971597
arms_category_Guns,-0.2784563658274352,-0.4961029586853897,0.10928692903871051,0.3439941379846077,-0.1039431908121109,-0.03626310959154983,-0.05182426955533683,-0.055848781658745184,0.10565545806265565,-0.10084225332640082
arms_category_Other unusual objects,0.5436404663785788,-0.20807568503137136,0.25706583243269104,0.2883604546429808,-0.13479338752381478,0.5046272425752886,2.864359857788158,-0.08024386895218615,-1.2422410183200212,1.5671423046175073
arms_category_Other weapon objects,0.3926925737388919,0.3893257081734278,0.09725790922748269,0.47312237717408956,0.6085581581937048,-1.897302277866984,-1.5356381015698464,0.5164184292535604,-1.1020851955305002,1.9771859448879427
arms_category_Sharp objects,1.286974480826068,0.4948727142910467,0.15692991161651101,-0.2718619354229531,0.23747157210151273,-0.0032336359806295315,-0.46280918060794984,0.21955582175352042,0.5025453514647553,-0.19025236309359556
arms_category_Unarmed,-0.09024705802522819,0.9946705821285364,0.7439087581150575,-0.9741439911201882,-0.06424466550856697,0.5488747700523005,0.0049624423142210225,0.24524385272544466,-0.9358975807165879,0.4723490570014536
arms_category_Unknown,-0.8763834340635401,1.259244584082025,-1.4419633285468414,-0.9883877148377863,-0.9119458160069254,0.09090786147979144,0.12665508899494113,-0.05381536950374325,0.4204041938802025,-0.20915201516581017
arms_category_Vehicles,-1.640268627575515,0.26167642175079675,-1.0872963992391493,-0.6621477888168571,3.8226610781475387,0.04712090043293178,0.2821326425802774,-0.035348760995549705,-0.28768419169002285,0.17303104093204985
