0,1,2,3,4,5,6,7,8,9
0.7423148646545547,-0.20858336903463612,-0.03709505711242169,0.25022268787111374,-0.041427076677241444,-0.26222606214193367,0.29470734688746103,-1.301960519405716,0.37288029381405563,-0.2619132903204394
0.08466668687808312,-0.18110405190446494,-0.18051446226187431,0.3011870152377358,0.045437948088753365,-0.24119495128147087,0.11909286803803527,-0.29072451158528906,0.05812760107416969,-0.04605095467215452
0.3627461207557595,0.8482853682796148,0.4588179069316837,-0.33620183592086234,0.2119809401598335,0.2578172183525248,-0.48102322073202114,0.39026956136506,-0.330133810382986,0.3866224154648532
0.5242822040881496,-0.1797457469762999,-0.07946885820093195,0.23634215989951485,-0.0011113552956775082,0.2461613710593753,0.9706674086027992,-0.3808252723494264,-0.30448010953157567,0.6087857956788227
0.11140447714205379,0.24884160965167443,-0.23450724837840167,0.8716559411282097,0.15430541746638496,-0.6743781812958577,-0.3707439234583614,0.527092090653459,-0.42892218293154516,0.36957943604974
-0.23092437716636877,-0.24276148529833247,0.19966401918357776,0.1207858423206541,-0.08986516607360573,-0.45272598945631276,0.35824814085390067,-0.10553675643540028,-0.27488633829562786,0.18788206908319596
-0.5328620343338877,0.30118084009101287,-0.21987101880130366,0.7055822439108683,0.21819929125392334,0.10239649669824644,0.2083429029606205,0.6000832562815991,0.16779134001085438,-0.2525866876804524
-0.15665107885638663,-0.4248704942632071,-0.09052858842022031,0.15525814064708474,0.07834061569545983,0.4278268746198514,-0.5106855973591662,-0.40255904480494265,0.01553372303798642,0.2884005649773458
0.2243761619756326,0.2532072665879361,0.031504627024047244,-0.5750336050269289,0.5014342077990055,1.2981679190254152,-0.2667235415748679,-0.2864848810173415,-0.9947435986559765,0.39110323791806745
-0.0028994438483079515,-0.2630462756932024,0.46870086983128756,-0.1601895816463146,0.009904264045526145,-0.3471470250470876,0.6923241795236346,0.04050110972143435,-0.46422924349567113,0.2667278436259467
0.6957187212836541,0.4054565139892472,0.2725591782526687,-0.13834550531864306,0.22989465710785428,-0.32937395021944066,-0.1732668969024156,0.1910243894687814,0.18193804174537784,0.1368061472094718
-0.3236659941437464,-0.2232244382746882,0.32965252708943843,0.0982633093429099,0.03489704329626655,-0.2937023505469446,-0.2206462140634352,-0.03802774364649532,-0.17558639405421572,-0.06967158063680917
0.6362663597356879,0.041521289961567245,0.29357134732577655,-0.5328437158196533,0.046785642867898866,0.1143395136337377,-0.034820810471414075,0.05258054171920149,0.3366246294273975,-0.41362604000916464
-0.4964601103992512,-0.26083241045500005,-0.3079224411596265,0.06454973370136462,0.35062209104359837,0.4131794300147291,-0.4993264850644713,-0.34325925165961824,0.08623529550691619,0.2918990594068929
-0.4201167607011906,-0.03944860885394658,0.7496466987703088,0.21280751806128104,-0.0723703319232696,-0.10995553903597155,-0.13407765581590517,0.037475001874384024,-0.5407364726672721,0.029894236737138275
-0.4280184580300927,0.6229195302448215,-0.9319501715039876,-0.25357380470140595,-1.0501789256232676,0.3472241298918197,-0.04353782467068027,0.05308058054252615,-0.04761889298031409,-0.057074042617252206
0.4276534355128171,0.0012497497575820985,-0.16360925704211754,0.41776960581559924,-0.08891223998369195,0.2511058910961176,0.10904110892943339,-0.025747579289404608,-0.770702981536305,-0.5001459769638962
-0.21512981141026385,0.10509489935906352,0.3973682411301487,-0.3040260507079277,0.06418271286619553,-0.31426309011845993,-0.10430702366864185,0.16192060898708624,-0.6126920968156624,0.0034111553639355604
0.03756344032480226,-0.2382951234297342,-0.10153323536462942,0.5226846367474834,-0.09922415303510346,0.2796156612347387,-0.040654263887530816,0.26932589897971193,-0.34463506246512504,-0.06198215975375143
0.00433999537920057,-0.617946260712192,-0.18425234563861262,0.0931434617238465,-0.1553671587456692,-0.31196784333553707,-0.03740623160599439,0.07926651913251033,-0.10683890600402121,-0.08446974602222868
-0.156276715251504,0.0030392450313338993,0.027724753734181293,0.5695707143386732,0.010234560586757811,-0.36868581963062647,-0.08580634076325541,0.059753392711244795,-0.16918442937900796,-0.07938927998739527
0.25406730540518896,-0.5767323059596623,-0.06214793473689386,-0.07264349003079064,-0.09044321297788392,0.0811537350940759,0.13894131758554382,-0.12680749274403955,0.1316650650990057,-0.2105520635400355
-0.0716443166907033,0.2681247861161985,0.12200031528749253,0.6164555731729006,0.046864758402516755,-0.13137034285821755,0.3875405297734586,0.008723309536904885,0.2359741929157142,-0.13672028071051257
0.032886795736434535,0.45435069826445407,0.39752534197347056,0.7573253232308979,-0.05098659063651143,-0.16912191616456437,-0.3685315660237511,0.3962589026577566,-0.07799365725394986,0.12867459514523974
-0.2601203299539868,-0.05347214728674544,0.3157017442035769,0.674026359297813,-0.19894489182548405,0.5770503643291016,-0.18377604076016094,0.09846647710263745,-0.21132297244429155,0.14105149386019306
