0,1,2,3,4
-0.7693400821322067,-0.25360794860687697,0.33184589073065607,0.5076804259374125,0.15350086779540142
-0.18318498049555026,-0.4298397328736558,0.18399096289354955,-0.2780844233756479,0.01107724303492881
-0.3173008439643427,0.8292382542628607,-0.14807945718196655,0.004440749168434482,-0.23019921976374894
-0.45222819537337255,-0.12966370103396735,-0.18662398824422718,-0.11178143165035423,0.25715503853514454
-0.27022545968721756,0.21242116433684333,0.059143514863617346,0.03336199480309393,0.705896471061735
0.12848758336002677,-0.34422472361664425,-0.0729278784550073,0.04721556989894769,0.17425764806946958
0.42913824496502084,0.34770512626123795,0.14449303573103883,-0.27770989204709967,0.5975857506230674
0.027112413276708405,-0.3973186525481752,0.34320575145434734,-0.1526409892992991,0.094791657242609
-0.1770406074701374,0.27926586642754864,0.055819050844810494,0.02577550258884139,-0.3769492484002621
0.05967931823952818,-0.2861596881559298,-0.5375390281772546,0.22166305364858113,-0.0707633320642645
-0.689242880463564,0.4445669810603493,-0.17204025104117865,0.15349753629423185,-0.033677934868923676
0.30393125903788587,-0.22306546382078987,-0.3717284294717078,0.15474053046714806,0.09989728106673013
-0.49738226140336905,0.09842241034852207,-0.30925496755180226,0.3077981023867163,-0.5424616573537675
0.4387619006551514,-0.2204712660531409,0.4667456030096939,0.15826695858775272,-0.0031262605324601685
0.6079086127523881,0.018690823460842054,-0.8226979635320343,0.3152903210296487,-0.2573389185915572
0.3994639772357101,0.369265711027152,0.9880341740968926,-0.786416332333953,-0.7390540531222188
-0.5576467658260078,0.06299100866490534,-0.03831012909961988,-0.3973615775571204,0.21984874245633165
0.2555978029434248,0.004415643605230626,-0.1350971822759879,0.19514877021188562,-0.6097112726862138
-0.23149577804947225,-0.25033326488455326,-0.05837953881700836,-0.22526012443802956,0.023089171568193664
0.04403213970264336,-0.7575377620640948,0.07125217033142046,-0.08103918881836264,-0.38476208508744114
0.15865365535500087,0.05779881811195101,-0.08507778666866968,-0.09663749315812917,0.5148012989311721
-0.07082255024551598,-0.4255020949668082,-0.2876123305421302,0.07695280352315238,0.040727106822236
0.09088718133688387,0.31241672385527414,-0.303868206561597,-0.1805498472572012,0.45238492372707023
-0.047374820452933786,0.4831993083635604,-0.4049507562463446,0.020850617402695948,0.6104310700647851
0.2703958812770292,0.0631719046078095,-0.3695934060130025,-0.33085054480110493,0.6574305397326137
-0.7993194958674621,0.10799627552832361,0.04907369187022903,-0.13878243777526778,-0.25909813755391115
0.3788173834708546,0.1311847897325554,-0.05569459557193628,0.11174172649118959,-0.3728004359780385
