0,1,2,3,4,5
1.4094072260133101,0.5705981808338908,-0.5552125498303977,-0.7461994636437046,-0.3182911284264625,0.3975228859072462
0.9492130799384751,-0.3141535657939531,-0.09532629582432861,-0.4462630540709676,-0.3536398478024519,0.2917170902603753
-1.258415761690198,1.4737772518103966,0.21008163134877067,0.0006091331908352822,0.620826494105429,0.7621204694956404
-0.07485394864769855,0.647355099323658,-0.9406423033228057,0.18961142521713653,-1.1419316357335259,-0.30458110936057303
0.10412183391582187,0.09073905741587597,0.22839278362625456,-1.333412197976733,-0.5825170932149434,0.42164992762746023
-1.1642551665771697,-0.5604044123443064,-0.5949668055358008,0.012300969967399197,-0.5124773157681924,0.1316475598071066
-1.2923877322264412,-0.6643247997581074,0.4850616667541241,-0.8589570154432763,-0.9935057882499431,0.1974409027224922
0.07819841155060286,-0.6430043532342123,-0.4524803954743567,0.22995904055403849,-0.5120596811070519,-0.03970932678361705
-0.23350736247507003,0.8790824510846317,0.06981850472848797,1.3033881008920774,-0.050418279546517585,-0.5905563507988527
0.7050596360219907,-0.26652966486577107,-0.536352127141948,0.08334031565518565,0.7220122401837233,0.28571511972713837
-0.7140301258534302,1.3035373492519566,-0.4636570901487543,-0.13734494212018497,0.10222531830773687,1.2261781370699691
-0.45806555445029545,-0.7176833512452823,-0.49006149280903355,-0.18384391047672202,0.4085626001901436,0.3289159628902131
0.3617224508274166,1.209434385028507,-0.570481102402659,0.7084776968737293,0.6253326916492146,-0.18965232483793107
-0.48009375400209564,-0.9780291832927269,0.16932787843643574,0.5365773441593146,-0.6761663588365303,0.15968247592116683
-0.31420492904241276,-0.791910468545788,-0.44679502228923235,-0.7536313099236749,1.3112489199387263,-0.5612521399775665
-0.6816388948298486,0.1331102481871872,1.5775958619151593,0.3153925222511809,-0.5392507740372489,-1.6495794229435976
0.5704559442141499,0.39367277224228736,-0.25494621748452434,-0.6434489198194382,-0.26936131834264243,-0.9476730853531381
-0.2509461694741669,-0.22876083989312399,-0.0660710356089465,0.11171118337571181,0.9298487966447664,0.2883212349593933
1.073942631768881,-0.3543610967806624,-0.2899596468412104,-0.7751581942277163,-0.15032540017067533,-0.9724423875487123
